Gender,Age,Under30,SeniorCitizen,Married,Dependents,NumberofDependents,ReferredaFriend,Number_of_Referrals,TenureinMonths,Offer,PhoneService,AvgMonthlyLongDistanceCharges,MultipleLines,InternetService,InternetType,AvgMonthlyGBDownload,OnlineSecurity,OnlineBackup,DeviceProtectionPlan,PremiumTechSupport,StreamingTV,StreamingMovies,StreamingMusic,UnlimitedData,Contract,PaperlessBilling,PaymentMethod,MonthlyCharge,TotalCharges,TotalRefunds,TotalExtraDataCharges,TotalLongDistanceCharges,TotalRevenue,SatisfactionScore,CustomerStatus,ChurnLabel,ChurnScore,CLTV,ChurnCategory,ChurnReason
Female,33,No,No,No,No,0,No,0,23,Offer D,Yes,13.98,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.5,470.2,0.0,0,321.54,791.74,4,Stayed,No,42,5652,Not Churned,Not Churned
Female,59,No,No,Yes,Yes,2,Yes,3,39,No Offer,Yes,15.06,No,Yes,DSL,11,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,51.05,2066.0,0.0,0,587.34,2653.34,3,Stayed,No,63,3154,Not Churned,Not Churned
Male,27,Yes,No,Yes,No,0,Yes,1,28,No Offer,Yes,33.63,No,Yes,DSL,48,Yes,No,No,Yes,No,No,No,No,One Year,No,Credit Card,54.35,1426.45,0.0,30,941.64,2398.09,5,Stayed,No,70,5105,Not Churned,Not Churned
Male,62,No,No,No,No,0,No,0,37,No Offer,Yes,28.84,No,Yes,Fiber Optic,25,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,70.35,2552.9,0.0,0,1067.08,3619.98,3,Stayed,No,32,5402,Not Churned,Not Churned
Female,30,No,No,No,No,0,No,0,47,Offer B,Yes,40.25,Yes,Yes,Fiber Optic,69,Yes,No,Yes,No,Yes,No,No,Yes,One Year,No,Credit Card,94.9,4615.25,0.0,0,1891.75,6507.0,4,Stayed,No,52,4510,Not Churned,Not Churned
Female,39,No,No,Yes,Yes,3,Yes,8,50,Offer B,Yes,10.21,No,Yes,Fiber Optic,23,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.75,3557.7,0.0,0,510.5,4068.2,5,Stayed,No,64,4539,Not Churned,Not Churned
Male,30,No,No,Yes,Yes,2,Yes,1,27,No Offer,Yes,13.55,Yes,Yes,Cable,59,No,No,No,Yes,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,71.6,1957.1,0.0,140,365.85,2462.95,5,Stayed,No,52,3773,Not Churned,Not Churned
Female,49,No,No,Yes,No,0,Yes,4,62,No Offer,Yes,8.91,Yes,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,23.65,1416.75,0.0,0,552.42,1969.17,4,Stayed,No,21,4671,Not Churned,Not Churned
Female,25,Yes,No,Yes,No,0,Yes,4,71,Offer A,Yes,6.23,No,Yes,DSL,58,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,81.85,5924.4,0.0,0,442.33,6366.73,4,Stayed,No,78,4090,Not Churned,Not Churned
Male,39,No,No,No,No,0,No,0,66,Offer A,Yes,49.13,Yes,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.1,1697.7,0.0,0,3242.58,4940.28,4,Stayed,No,48,6025,Not Churned,Not Churned
Male,61,No,No,Yes,Yes,1,Yes,5,68,Offer A,Yes,32.59,Yes,Yes,Fiber Optic,24,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,114.7,7849.85,0.0,0,2216.12,10065.97,3,Stayed,No,59,5671,Not Churned,Not Churned
Female,47,No,No,No,No,0,No,0,13,Offer D,No,0.0,No,Yes,DSL,27,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,49.15,649.4,0.0,0,0.0,649.4,3,Stayed,No,78,3000,Not Churned,Not Churned
Male,37,No,No,Yes,No,0,Yes,3,56,No Offer,Yes,46.18,No,Yes,Fiber Optic,24,No,No,No,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,80.9,4557.5,0.0,0,2586.08,7143.58,5,Stayed,No,56,5344,Not Churned,Not Churned
Female,56,No,No,No,No,0,No,0,16,Offer D,Yes,44.05,No,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,19.3,360.35,0.0,0,704.8,1065.15,3,Stayed,No,48,2870,Not Churned,Not Churned
Female,60,No,No,Yes,Yes,2,No,0,14,Offer D,Yes,23.0,No,Yes,Fiber Optic,17,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,70.2,1046.5,0.0,0,322.0,1368.5,4,Stayed,No,25,5819,Not Churned,Not Churned
Female,37,No,No,No,No,0,No,0,8,No Offer,Yes,42.78,No,Yes,DSL,27,Yes,No,No,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,54.25,447.75,0.0,0,342.24,789.99,3,Stayed,No,69,2237,Not Churned,Not Churned
Female,29,Yes,No,Yes,Yes,2,Yes,8,43,No Offer,Yes,5.25,Yes,Yes,Fiber Optic,59,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.3,4209.95,0.0,0,225.75,4435.7,3,Stayed,No,73,3280,Not Churned,Not Churned
Female,31,No,No,No,No,0,No,0,52,No Offer,Yes,21.38,Yes,Yes,Cable,21,Yes,No,Yes,Yes,Yes,No,No,Yes,One Year,No,Credit Card,74.0,3877.65,0.0,0,1111.76,4989.41,3,Stayed,No,39,5806,Not Churned,Not Churned
Male,35,No,No,No,No,0,No,0,3,No Offer,Yes,28.19,No,Yes,Cable,21,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,50.25,152.3,0.0,0,84.57,236.87,3,Joined,No,76,2166,Not Churned,Not Churned
Male,42,No,No,No,No,0,No,0,29,No Offer,Yes,46.12,No,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,19.8,572.2,0.0,0,1337.48,1909.68,4,Stayed,No,69,5696,Not Churned,Not Churned
Female,48,No,No,Yes,Yes,3,Yes,1,16,Offer D,No,0.0,No,Yes,Cable,53,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Credit Card,35.5,552.7,0.0,80,0.0,632.7,5,Stayed,No,25,2069,Not Churned,Not Churned
Female,41,No,No,No,No,0,No,0,40,No Offer,Yes,33.83,Yes,Yes,DSL,19,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,80.75,3208.65,0.0,0,1353.2,4561.85,4,Stayed,No,27,2047,Not Churned,Not Churned
Female,47,No,No,No,No,0,No,0,36,No Offer,Yes,41.33,No,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.55,620.75,0.0,0,1487.88,2108.63,5,Stayed,No,47,2691,Not Churned,Not Churned
Male,49,No,No,Yes,No,0,Yes,10,26,No Offer,Yes,45.28,No,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,20.05,505.9,0.0,0,1177.28,1683.18,5,Stayed,No,29,2403,Not Churned,Not Churned
Female,33,No,No,Yes,No,0,Yes,6,34,No Offer,Yes,40.67,No,Yes,DSL,7,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,50.2,1815.3,0.0,0,1382.78,3198.08,5,Stayed,No,54,4352,Not Churned,Not Churned
Male,32,No,No,No,No,0,No,0,10,Offer D,Yes,7.65,No,Yes,DSL,17,Yes,No,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,62.25,612.95,0.0,0,76.5,689.45,3,Stayed,No,76,3415,Not Churned,Not Churned
Female,52,No,No,No,No,0,No,0,14,No Offer,Yes,27.68,No,Yes,DSL,26,Yes,No,No,Yes,No,No,No,No,One Year,No,Credit Card,55.7,795.15,0.0,100,387.52,1282.67,4,Stayed,No,57,4978,Not Churned,Not Churned
Male,63,No,No,Yes,No,0,Yes,7,47,No Offer,Yes,6.54,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.65,973.1,0.0,0,307.38,1280.48,5,Stayed,No,77,2021,Not Churned,Not Churned
Male,36,No,No,Yes,No,0,Yes,2,24,No Offer,Yes,10.23,No,Yes,Fiber Optic,8,Yes,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.25,2210.2,0.0,0,245.52,2455.72,3,Stayed,No,77,5436,Not Churned,Not Churned
Male,62,No,No,No,No,0,No,0,22,No Offer,No,0.0,No,Yes,DSL,19,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,56.75,1304.85,0.0,0,0.0,1304.85,4,Stayed,No,55,4574,Not Churned,Not Churned
Male,31,No,No,No,No,0,No,0,1,No Offer,Yes,18.81,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,21.1,21.1,0.0,0,18.81,39.91,5,Joined,No,52,2810,Not Churned,Not Churned
Female,35,No,No,Yes,Yes,5,Yes,2,59,No Offer,Yes,48.07,Yes,Yes,Fiber Optic,53,No,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,96.65,5580.8,0.0,0,2836.13,8416.93,3,Stayed,No,52,5266,Not Churned,Not Churned
Female,44,No,No,Yes,No,0,Yes,9,58,No Offer,Yes,36.45,Yes,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,24.5,1497.9,9.22,0,2114.1,3602.78,4,Stayed,No,47,4455,Not Churned,Not Churned
Female,61,No,No,Yes,Yes,2,Yes,3,3,No Offer,Yes,1.67,No,Yes,Fiber Optic,19,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.55,200.2,33.8,0,5.01,171.41,3,Joined,No,59,5998,Not Churned,Not Churned
Male,50,No,No,No,No,0,No,0,32,No Offer,Yes,14.91,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,20.05,614.45,9.73,0,477.12,1081.84,5,Stayed,No,20,3398,Not Churned,Not Churned
Male,39,No,No,Yes,Yes,1,Yes,5,10,No Offer,Yes,22.83,Yes,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.75,257.5,0.0,0,228.3,485.8,5,Stayed,No,48,4950,Not Churned,Not Churned
Female,41,No,No,Yes,No,0,No,0,52,No Offer,Yes,8.25,No,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.6,1012.4,46.07,0,429.0,1395.33,3,Stayed,No,37,4848,Not Churned,Not Churned
Male,53,No,No,No,No,0,No,0,32,No Offer,Yes,6.2,Yes,Yes,Fiber Optic,25,Yes,No,No,Yes,No,No,No,No,Month-to-Month,No,Bank Withdrawal,87.65,2766.4,47.87,150,198.4,3066.93,3,Stayed,No,66,2426,Not Churned,Not Churned
Female,35,No,No,No,No,0,No,0,16,No Offer,Yes,13.04,Yes,Yes,Fiber Optic,16,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.75,1129.35,39.99,0,208.64,1298.0,5,Stayed,No,27,3574,Not Churned,Not Churned
Female,62,No,No,No,No,0,No,0,51,No Offer,Yes,7.54,Yes,Yes,Fiber Optic,6,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,107.45,5680.9,14.76,0,384.54,6050.68,3,Stayed,No,24,5446,Not Churned,Not Churned
Male,30,No,No,No,No,0,No,0,29,No Offer,Yes,3.69,No,Yes,Cable,27,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,75.35,2243.9,2.24,0,107.01,2348.67,3,Stayed,No,77,4422,Not Churned,Not Churned
Male,24,Yes,No,Yes,No,0,Yes,1,70,Offer A,Yes,1.63,No,Yes,DSL,41,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,64.95,4523.25,42.89,0,114.1,4594.46,3,Stayed,No,78,5669,Not Churned,Not Churned
Female,25,Yes,No,Yes,Yes,2,Yes,4,71,Offer A,Yes,32.16,Yes,Yes,Fiber Optic,59,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,100.45,7159.7,16.12,0,2283.36,9426.94,3,Stayed,No,34,6171,Not Churned,Not Churned
Male,28,Yes,No,Yes,No,0,Yes,4,41,No Offer,Yes,13.58,Yes,Yes,DSL,51,No,Yes,Yes,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,68.5,2839.95,38.37,0,556.78,3358.36,4,Stayed,No,54,3877,Not Churned,Not Churned
Male,49,No,No,No,No,0,No,0,1,No Offer,Yes,5.93,No,Yes,Fiber Optic,19,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,80.55,80.55,0.0,60,5.93,146.48,4,Joined,No,21,3154,Not Churned,Not Churned
Female,38,No,No,Yes,No,0,Yes,4,7,No Offer,Yes,12.16,No,Yes,DSL,9,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,81.25,580.1,47.36,0,85.12,617.86,3,Stayed,No,57,5928,Not Churned,Not Churned
Male,60,No,No,Yes,Yes,1,Yes,10,67,Offer A,Yes,18.29,Yes,Yes,Fiber Optic,11,Yes,Yes,No,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,89.55,6038.55,33.76,0,1225.43,7230.22,3,Stayed,No,69,6194,Not Churned,Not Churned
Male,38,No,No,Yes,Yes,1,Yes,3,5,No Offer,Yes,18.97,Yes,Yes,Cable,12,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,55.7,259.4,0.0,0,94.85,354.25,3,Stayed,No,46,3598,Not Churned,Not Churned
Male,53,No,No,No,Yes,3,No,0,15,No Offer,Yes,32.54,Yes,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,24.8,324.15,12.8,0,488.1,799.45,3,Stayed,No,57,3965,Not Churned,Not Churned
Female,21,Yes,No,Yes,Yes,3,Yes,4,20,No Offer,Yes,38.6,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20.0,417.65,9.73,0,772.0,1179.92,3,Stayed,No,70,3402,Not Churned,Not Churned
Male,50,No,No,Yes,Yes,3,Yes,9,54,No Offer,Yes,7.25,Yes,Yes,Fiber Optic,57,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,105.2,5637.85,23.01,0,391.5,6006.34,5,Stayed,No,68,5546,Not Churned,Not Churned
Male,32,No,No,No,No,0,No,0,42,No Offer,Yes,48.41,No,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,19.55,839.4,12.16,0,2033.22,2860.46,3,Stayed,No,43,5293,Not Churned,Not Churned
Female,24,Yes,No,Yes,No,0,Yes,3,9,No Offer,Yes,6.78,No,Yes,Fiber Optic,59,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,79.75,769.1,0.0,0,61.02,830.12,5,Stayed,No,62,4654,Not Churned,Not Churned
Female,24,Yes,No,No,No,0,No,0,63,No Offer,Yes,37.76,Yes,Yes,Fiber Optic,48,No,Yes,No,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,97.45,6253.0,0.0,0,2378.88,8631.88,3,Stayed,No,67,4769,Not Churned,Not Churned
Female,57,No,No,Yes,No,0,Yes,10,69,Offer A,Yes,39.78,Yes,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,24.25,1641.8,45.75,0,2744.82,4340.87,3,Stayed,No,21,4884,Not Churned,Not Churned
Female,24,Yes,No,No,No,0,No,0,69,Offer A,Yes,36.5,Yes,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,24.6,1678.05,28.42,0,2518.5,4168.13,5,Stayed,No,66,5294,Not Churned,Not Churned
Male,32,No,No,Yes,No,0,Yes,7,40,No Offer,Yes,24.3,No,Yes,DSL,28,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,50.15,2058.5,37.03,0,972.0,2993.47,4,Stayed,No,71,2454,Not Churned,Not Churned
Male,38,No,No,No,No,0,No,0,60,Offer B,No,0.0,No,Yes,DSL,25,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,39.6,2424.5,38.46,0,0.0,2386.04,3,Stayed,No,32,5544,Not Churned,Not Churned
Male,33,No,No,Yes,No,0,Yes,3,32,No Offer,Yes,47.89,Yes,Yes,Fiber Optic,9,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,98.85,3145.9,0.0,0,1532.48,4678.38,4,Stayed,No,61,3981,Not Churned,Not Churned
Male,60,No,No,No,No,0,No,0,39,No Offer,Yes,5.4,Yes,Yes,DSL,16,No,No,No,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,53.85,2200.7,46.66,0,210.6,2364.64,3,Stayed,No,79,2380,Not Churned,Not Churned
Female,36,No,No,No,No,0,No,0,38,No Offer,Yes,46.18,Yes,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,24.25,914.4,35.61,0,1754.84,2633.63,3,Stayed,No,23,2997,Not Churned,Not Churned
Male,32,No,No,No,No,0,No,0,52,Offer B,Yes,15.1,Yes,Yes,Fiber Optic,17,No,No,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,89.45,4577.75,18.89,0,785.2,5344.06,3,Stayed,No,35,5386,Not Churned,Not Churned
Female,57,No,No,Yes,Yes,3,Yes,1,48,Offer B,Yes,30.41,Yes,Yes,Fiber Optic,53,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,105.25,4997.5,1.66,0,1459.68,6455.52,3,Stayed,No,79,4275,Not Churned,Not Churned
Male,21,Yes,No,Yes,No,0,Yes,7,70,Offer A,No,0.0,No,Yes,DSL,30,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,59.5,4144.8,23.72,0,0.0,4121.08,4,Stayed,No,27,4031,Not Churned,Not Churned
Male,56,No,No,No,No,0,No,0,20,No Offer,Yes,3.8,No,Yes,Fiber Optic,26,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,70.55,1493.55,17.6,0,76.0,1551.95,3,Stayed,No,59,5790,Not Churned,Not Churned
Female,59,No,No,No,No,0,No,0,50,Offer B,Yes,21.25,Yes,Yes,DSL,2,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,82.5,4179.1,21.35,0,1062.5,5220.25,4,Stayed,No,71,5258,Not Churned,Not Churned
Male,46,No,No,Yes,No,0,Yes,5,25,No Offer,Yes,6.45,No,Yes,Cable,19,Yes,Yes,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,61.6,1611.0,44.9,0,161.25,1727.35,3,Stayed,No,66,3807,Not Churned,Not Churned
Male,58,No,No,No,No,0,No,0,12,No Offer,Yes,44.78,No,Yes,DSL,12,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.05,593.05,29.32,0,537.36,1101.09,5,Stayed,No,70,4244,Not Churned,Not Churned
Female,29,Yes,No,Yes,No,0,Yes,4,23,No Offer,Yes,11.4,No,Yes,DSL,58,Yes,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,66.25,1533.8,23.92,0,262.2,1772.08,4,Stayed,No,22,2072,Not Churned,Not Churned
Male,26,Yes,No,No,No,0,No,0,27,No Offer,Yes,20.66,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,19.4,529.8,0.0,0,557.82,1087.62,5,Stayed,No,39,3792,Not Churned,Not Churned
Male,45,No,No,Yes,Yes,2,Yes,9,26,No Offer,Yes,43.84,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.15,515.75,0.0,0,1139.84,1655.59,5,Stayed,No,58,4347,Not Churned,Not Churned
Male,58,No,No,No,Yes,1,No,0,2,No Offer,Yes,21.18,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.25,48.35,0.0,0,42.36,90.71,3,Joined,No,45,4725,Not Churned,Not Churned
Female,23,Yes,No,Yes,Yes,3,Yes,10,26,No Offer,Yes,42.95,No,Yes,Fiber Optic,27,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,81.95,2070.05,0.0,0,1116.7,3186.75,3,Stayed,No,72,2817,Not Churned,Not Churned
Female,40,No,No,Yes,Yes,2,Yes,7,63,Offer B,Yes,46.9,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.0,1209.25,0.0,0,2954.7,4163.95,5,Stayed,No,56,5975,Not Churned,Not Churned
Male,52,No,No,Yes,Yes,2,Yes,9,71,Offer A,Yes,23.34,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.8,1396.25,0.0,0,1657.14,3053.39,4,Stayed,No,20,5406,Not Churned,Not Churned
Male,19,Yes,No,Yes,Yes,2,Yes,7,11,No Offer,Yes,16.71,Yes,Yes,DSL,59,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,65.15,723.35,0.0,0,183.81,907.16,3,Stayed,No,42,5942,Not Churned,Not Churned
Female,30,No,No,No,No,0,No,0,13,No Offer,Yes,37.03,Yes,Yes,DSL,52,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,88.95,1161.75,0.0,0,481.39,1643.14,3,Stayed,No,27,5407,Not Churned,Not Churned
Male,38,No,No,No,Yes,2,No,0,6,No Offer,Yes,16.91,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.2,98.35,0.0,0,101.46,199.81,4,Stayed,No,75,3478,Not Churned,Not Churned
Male,19,Yes,No,Yes,No,0,Yes,5,18,No Offer,Yes,1.28,Yes,Yes,DSL,30,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,56.8,1074.65,0.0,0,23.04,1097.69,5,Stayed,No,59,5558,Not Churned,Not Churned
Female,21,Yes,No,Yes,No,0,Yes,6,32,Offer C,Yes,19.3,No,Yes,Fiber Optic,47,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.5,2324.7,0.0,0,617.6,2942.3,3,Stayed,No,76,3131,Not Churned,Not Churned
Male,46,No,No,No,No,0,No,0,29,Offer C,No,0.0,No,Yes,DSL,8,Yes,No,No,Yes,No,No,No,Yes,One Year,No,Mailed Check,35.6,1072.6,0.0,0,0.0,1072.6,4,Stayed,No,74,3898,Not Churned,Not Churned
Female,62,No,No,No,No,0,No,0,3,No Offer,Yes,20.1,Yes,Yes,DSL,29,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,60.25,170.5,0.0,70,60.3,300.8,4,Joined,No,31,4830,Not Churned,Not Churned
Female,59,No,No,No,No,0,No,0,41,Offer B,No,0.0,No,Yes,Cable,21,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,40.35,1677.85,0.0,0,0.0,1677.85,5,Stayed,No,79,2454,Not Churned,Not Churned
Female,59,No,No,No,No,0,No,0,1,No Offer,Yes,7.8,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,18.85,18.85,0.0,0,7.8,26.65,4,Joined,No,37,5084,Not Churned,Not Churned
Male,57,No,No,No,No,0,No,0,7,No Offer,Yes,5.61,No,Yes,DSL,24,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Mailed Check,54.85,370.4,0.0,0,39.27,409.67,3,Stayed,No,20,3481,Not Churned,Not Churned
Female,36,No,No,Yes,No,0,No,0,52,Offer B,Yes,4.22,No,Yes,DSL,18,Yes,No,Yes,No,Yes,No,No,Yes,One Year,Yes,Mailed Check,64.3,3410.6,0.0,0,219.44,3630.04,4,Stayed,No,73,4405,Not Churned,Not Churned
Female,48,No,No,Yes,Yes,1,Yes,7,45,Offer B,Yes,20.11,Yes,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,24.65,1138.8,0.0,0,904.95,2043.75,4,Stayed,No,67,3043,Not Churned,Not Churned
Male,55,No,No,Yes,No,0,Yes,4,70,Offer A,Yes,33.37,Yes,Yes,DSL,9,No,Yes,Yes,Yes,Yes,No,No,No,Two Year,No,Credit Card,76.1,5264.25,0.0,110,2335.9,7710.15,4,Stayed,No,67,5115,Not Churned,Not Churned
Female,62,No,No,No,No,0,No,0,53,Offer B,Yes,10.32,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,18.7,1005.7,0.0,0,546.96,1552.66,5,Stayed,No,54,4116,Not Churned,Not Churned
Female,44,No,No,Yes,No,0,Yes,8,60,Offer B,Yes,15.54,Yes,Yes,Fiber Optic,19,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,94.1,5475.9,0.0,0,932.4,6408.3,3,Stayed,No,62,5267,Not Churned,Not Churned
Female,63,No,No,No,No,0,No,0,67,No Offer,Yes,5.39,No,Yes,Cable,9,Yes,No,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,72.35,4991.5,0.0,0,361.13,5352.63,3,Stayed,No,50,4910,Not Churned,Not Churned
Male,41,No,No,No,No,0,No,0,25,Offer C,Yes,7.17,No,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.9,510.8,0.0,0,179.25,690.05,3,Stayed,No,22,2130,Not Churned,Not Churned
Female,56,No,No,No,No,0,No,0,5,No Offer,Yes,49.4,Yes,Yes,Cable,22,Yes,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,53.8,283.95,0.0,10,247.0,540.95,4,Stayed,No,78,2182,Not Churned,Not Churned
Male,29,Yes,No,No,No,0,No,0,26,Offer C,Yes,24.67,Yes,Yes,Cable,59,No,No,No,No,No,No,No,Yes,One Year,Yes,Credit Card,51.55,1295.4,0.0,0,641.42,1936.82,3,Stayed,No,36,3130,Not Churned,Not Churned
Male,21,Yes,No,Yes,No,0,Yes,1,1,Offer E,Yes,23.41,No,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,19.65,19.65,0.0,0,23.41,43.06,3,Joined,No,53,2539,Not Churned,Not Churned
Male,60,No,No,Yes,Yes,3,Yes,1,72,No Offer,Yes,32.47,Yes,Yes,Fiber Optic,76,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,114.0,8093.15,0.0,0,2337.84,10430.99,3,Stayed,No,29,4558,Not Churned,Not Churned
Female,33,No,No,No,No,0,No,0,14,Offer D,Yes,21.03,Yes,Yes,DSL,7,No,Yes,No,No,No,No,No,Yes,One Year,Yes,Mailed Check,54.25,773.2,0.0,0,294.42,1067.62,5,Stayed,No,44,4423,Not Churned,Not Churned
Female,59,No,No,No,No,0,No,0,13,Offer D,Yes,33.69,Yes,Yes,Fiber Optic,15,Yes,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,80.0,1029.35,0.0,0,437.97,1467.32,3,Stayed,No,78,5577,Not Churned,Not Churned
